LNG,LAT,ROUTES,STOPNAME,DIR,DISTANCE_FROM_STREET,CITY,POSTAL,CORNER,ON_STREET,AT_STREET,STOPNAME_BSID,,County
-105.0056162,39.72249915,PLFX,Osage St & W 3rd Ave,S,860,Denver,80223,,Osage St,W 3rd Ave,Osage St & W 3rd Ave (Stop No. 34632),,Denver County
-105.0047922,39.80592335,19,Pecos Junction Station Gate A,S,75,North Washington,80221,,Pecos Station,Gate A,Pecos Junction Station Gate A (Stop No. 34545),,North Washington County
-104.8263118,39.6319271,483,S Parker Rd & Temple Dr,N,55,Aurora,80015,NE,S Parker Rd ,Temple Dr,S Parker Rd & Temple Dr (Stop No. 34984),,Aurora County
-104.9223143,39.81133585,49,Holly St & 63rd Ave,S,105,Commerce City,80022, ,Holly St,E 63rd Ave,Holly St & 63rd Ave (Stop No. 33422),,Commerce City County
-104.7445763,39.62669943,139,Chenango Ave & S Malaya Way,E,90,Aurora,80015,,E Chenango Av,Malaya Wy,Chenango Ave & S Malaya Way (Stop No. 26000),,Aurora County
-104.901913,39.760849,28,MLK Blvd & Quebec St,E,75,Denver,80207,SE,Mlk Blvd,Quebec St,MLK Blvd & Quebec St (Stop No. 26003),,Denver County
-105.26149,40.006062,209,Regent Dr & Engineering Dr,S,75,Boulder,80309,SW,Regent Dr,Engineering Dr,Regent Dr & Engineering Dr (Stop No. 26009),,Boulder County
-105.108253,40.014799,JUMP,10300 Block Arapahoe Rd,W,1584,Lafayette,80026,,Arapahoe Rd,Stonehenge Dr,10300 Block Arapahoe Rd (Stop No. 23015),,Lafayette County
-105.17193,40.061252,205,Heatherwood Dr & Dorchester Cir,E,10,Gunbarrel,80301,SE,Heatherwood Dr,Dorchester Cir,Heatherwood Dr & Dorchester Cir (Stop No. 14305),,Gunbarrel County
-104.932514,39.758272,28,29th Ave & Dexter St,E,75,Denver,80207,SE,E 29th Ave,Dexter St,29th Ave & Dexter St (Stop No. 10747),,Denver County
-105.030238,39.743982,20,W 17th Ave & Irving St,W,65,Denver,80204,NW,W 17th Av,Irving St,W 17th Ave & Irving St (Stop No. 10301),,Denver County
-105.033399,39.743995,20,W 17th Ave & King St,W,75,Denver,80204,NW,W 17th Av,King St,W 17th Ave & King St (Stop No. 10303),,Denver County
-104.985751,39.782255,8,Lincoln St & 47th Ave,N,110,Denver,80216,NE,Lincoln St,E 47th Ave,Lincoln St & 47th Ave (Stop No. 14968),,Denver County
-105.266645,40.01455085,JUMP,Arapahoe Ave & 21st St,E,350,Boulder,80302,SE,Arapahoe Ave,21st St,Arapahoe Ave & 21st St (Stop No. 12206),,Boulder County
-104.940865,39.744102,"20, 40",Colorado Blvd & 17th Ave,S,125,Denver,80205,NW,Colorado Blvd,E 17th Ave,Colorado Blvd & 17th Ave (Stop No. 13054),,Denver County
-105.2218844,40.00005937,225,Baseline & Meadow Glen Dr,E,125,Boulder,80303,SE,Baseline Rd,Stonewall Pl,Baseline & Meadow Glen Dr (Stop No. 22811),,Boulder County
-104.87491,39.725469,6,6th Ave & Dayton St,E,75,Aurora,80010,SE,E 6th Av,Dayton St,6th Ave & Dayton St (Stop No. 11533),,Aurora County
-104.989525,39.701621,11,I-25 & Broadway Station Gate E2,W,75,Denver,80223, ,E Kentucky Ave,S Broadway,I-25 & Broadway Station Gate E2 (Stop No. 26286),,Denver County
-104.8246963,39.98614102,RX,Kuner Rd & Bridge St {1201},S,100,Brighton,80601,SW,Kuner Rd,Bridge St,Kuner Rd & Bridge St {1201} (Stop No. 20045),,Brighton County
-104.826809,39.977037,RX,S Kuner Rd & Jessup St {1201},S,65,Brighton,80601,SW,Kuner Rd,Jessup St,S Kuner Rd & Jessup St {1201} (Stop No. 20048),,Brighton County
-104.9088496,39.7005487,83,Leetsdale Dr & S Oneida St,NW,200,Denver,80224,N,Leetsdale Dr,S Oneida St,Leetsdale Dr & S Oneida St (Stop No. 19503),,Denver County
-104.9732542,39.76186642,"12, 34",Downing St & MLK Blvd,N,65,Denver,80205,NE,Downing St,Mlk Blvd,Downing St & MLK Blvd (Stop No. 13420),,Denver County
-105.080786,39.85363744,92,Webster Dr & W 84th Way,N,90,Arvada,80003,NE,Webster Dr,W 84th Way,Webster Dr & W 84th Way (Stop No. 33498),,Arvada County
-105.1290071,39.84599493,80,Simms St & W 82nd Ave,S,65,Arvada,80005,NW,Simms St,W 82nd Av,Simms St & W 82nd Ave (Stop No. 23158),,Arvada County
-104.9373918,39.66793939,46,Yale Ave & S Clermont Dr,W,335,Denver,80222,NW,E Yale Ave,S Clermont Dr,Yale Ave & S Clermont Dr (Stop No. 33506),,Denver County
-104.7909159,39.69407901,"169, 130, 169L",S Buckley Rd & S Pitkin Way,N,275,Aurora,80017,NE,S Buckley Rd,S Pitkin Way,S Buckley Rd & S Pitkin Way (Stop No. 33505),,Aurora County
-105.132747,39.717643,3,Union Blvd & W 2nd Pl {1304},S,75,Lakewood,80228,SW,S Union Blvd,W 2nd Pl,Union Blvd & W 2nd Pl {1304} (Stop No. 16773),,Lakewood County
-104.790891,39.691875,"169, 130, 169L",S Buckley Rd & Arkansas Ave,N,80,Aurora,80017,SE,S Buckley Rd,E Arkansas Ave,S Buckley Rd & Arkansas Ave (Stop No. 23881),,Aurora County
-105.2725339,40.02789482,204,19th St & Cedar Ave,N,250,Boulder,80304,NE,19th St,Edgewood Dr,19th St & Cedar Ave (Stop No. 10367),,Boulder County
-105.272726,40.032302,204,19th St & Forest Ave,S,125,Boulder,80304,SW,19th St,Forest Ave,19th St & Forest Ave (Stop No. 10374),,Boulder County
-104.965507,39.58072,67,Dry Creek Rd & S Franklin St,W,90,Centennial,80122,NW,E Dry Creek Rd,S Franklin St,Dry Creek Rd & S Franklin St (Stop No. 18848),,Centennial County
-104.917439,39.857154,88L,88th Ave & 90th Ave,E,65,Henderson,80640,SE,E 88th Av,E 90th Ave,88th Ave & 90th Ave (Stop No. 22952),,Henderson County
-104.9172633,39.83172082,88L,Kearney St & 74th Pl,N,100,Commerce City,80022,NE,Kearney St,E 74th Pl,Kearney St & 74th Pl (Stop No. 22973),,Commerce City County
-105.053132,39.85423,"51, 80",Sheridan Blvd & Turnpike Dr,NW,97,Westminster,80031,NW,Sheridan Blvd,Turnpike Dr,Sheridan Blvd & Turnpike Dr (Stop No. 16520),,Westminster County
-104.9033499,39.69542657,"73, 83",S Quebec St & S Quebec Way Nearside,N,90,Denver,80231,SE,S Quebec St,E Mississippi Ave,S Quebec St & S Quebec Way Nearside (Stop No. 33388),,Denver County
-104.912897,39.761465,65,Monaco Pkwy & MLK Blvd,S,75,Denver,80207,SW,Monaco Pkwy W,Mlk Blvd,Monaco Pkwy & MLK Blvd (Stop No. 15554),,Denver County
-104.973815,39.678579,21,Evans Ave & S Downing St,W,82,Denver,80210,NW,E Evans Av,S Downing St,Evans Ave & S Downing St (Stop No. 13578),,Denver County
-105.032171,39.931554,128,Westlake Dr & S Princess Cir {1104},E,75,Broomfield,80020,SW,Westlake Dr,S Princess Cir,Westlake Dr & S Princess Cir {1104} (Stop No. 17258),,Broomfield County
-104.903647,39.689001,73,S Quebec St & Florida Ave,S,100,Denver,80224,SW,S Quebec St,E Florida Av,S Quebec St & Florida Ave (Stop No. 25237),,Denver County
-105.081053,39.696496,11,W Mississippi Ave & S Wadsworth Blvd,E,95,Lakewood,80232,SE,W Mississippi Av,S Wadsworth Blvd,W Mississippi Ave & S Wadsworth Blvd (Stop No. 15467),,Lakewood County
-104.965607,39.760678,43,31st Ave & Williams St,E,75,Denver,80205,SE,E 31st Av,Williams St,31st Ave & Williams St (Stop No. 10853),,Denver County
-105.259096,40.049742,205,28th St & Jay Rd,N,275,Boulder,80301,SE,28th St,Jay Rd,28th St & Jay Rd (Stop No. 25669),,Boulder County
-105.037586,39.787389,52,W 50th Ave & Osceola St,E,145,Denver,80221,SE,W 50th Av,Osceola St,W 50th Ave & Osceola St (Stop No. 11344),,Denver County
-104.97778,39.835163,12,Washington St & 76th Ave,N,528,Welby,80229,NE,Washington St,E 76th Av,Washington St & 76th Ave (Stop No. 23724),,Welby County
-104.777722,39.696908,133,S Uravan St & Mississippi Ave,N,75,Aurora,80017,NE,S Uravan St,E Mississippi Av,S Uravan St & Mississippi Ave (Stop No. 20229),,Aurora County
-104.8840941,39.79581025,65,Central Park Blvd & 54th Ave,N,100,Denver,80239,NE,Central Park Blvd,E 54th Ave,Central Park Blvd & 54th Ave (Stop No. 34788),,Denver County
-105.277033,40.01091,"225, 204, DASH, SKIP",Broadway & University Ave,NW,75,Boulder,80302,NW,Broadway,University Ave,Broadway & University Ave (Stop No. 12608),,Boulder County
-105.0860188,40.01467372,JUMP,Arapahoe Rd & Hawkridge Rd,E,75,Lafayette,80026,SW,Arapahoe Rd,Hawkridge Rd,Arapahoe Rd & Hawkridge Rd (Stop No. 33257),,Lafayette County
-104.80329,39.707782,"3L, 133",Alameda Ave & S Joplin St,W,50,Aurora,80017,NE,E Alameda Av,S Joplin St,Alameda Ave & S Joplin St (Stop No. 23417),,Aurora County
-104.977903,39.747326,"28, 32",Park Ave West & Clarkson St,NW,75,Denver,80218,NW,Park Av West,Clarkson St,Park Ave West & Clarkson St (Stop No. 23408),,Denver County
-105.2633739,40.01163653,HOP,Folsom St & Taft Dr,S,75,Boulder,80302,NW,Folsom St,Taft Dr,Folsom St & Taft Dr (Stop No. 33078),,Boulder County
-105.091484,39.617639,"59, 76, 35",S Wadsworth Blvd & W Crestline Ave,S,200,Denver,80123,SW,S Wadsworth Blvd,W Crestline Ave,S Wadsworth Blvd & W Crestline Ave (Stop No. 19838),,Denver County
-104.8097901,39.88558932,"104X, 104L",104th Ave & Chambers Rd,W,60,Commerce City,80022,NW,E 104th Ave,Chambers Rd,104th Ave & Chambers Rd (Stop No. 33173),,Commerce City County
-105.125048,39.94065235,AB,Via Varra Rd & Midway Blvd,E,250,Broomfield,80020,SW,Via Varra Rd,Midway Blvd,Via Varra Rd & Midway Blvd (Stop No. 34783),,Broomfield County
-105.122865,39.93339236,AB,US 36 & Flatiron Station Gate A,SE,5,Broomfield,80020,,US 36 & Flatiron Station,Gate A,US 36 & Flatiron Station Gate A (Stop No. 34657),,Broomfield County
-104.7570151,39.78188924,42,47th Ave & Himalaya Rd,W,150,Denver,80249,NW,47th Ave,Himalaya Rd,47th Ave & Himalaya Rd (Stop No. 34856),,Denver County
-104.924824,39.678393,21,Evans Ave & S Grape St,E,75,Denver,80222,SE,E Evans Av,S Grape St,Evans Ave & S Grape St (Stop No. 13585),,Denver County
-104.866122,39.704249,105,S Havana St & Exposition Ave,S,75,Denver,80247,NW,S Havana St,E Exposition Av,S Havana St & Exposition Ave (Stop No. 14263),,Denver County
-104.9646457,39.59501909,"0L, 66, 67",Arapahoe Rd & S Vine St,E,170,Centennial,80122,SE,E Arapahoe Rd,S Vine St,Arapahoe Rd & S Vine St (Stop No. 12295),,Centennial County
-104.9035456,39.79306885,88,Quebec St & 53rd Pl,S,75,Commerce City,80022,SW,Quebec St,E 53rd Pl,Quebec St & 53rd Pl (Stop No. 33032),,Commerce City County
-105.043747,39.679563,21,W Evans Ave & S Tennyson St,E,75,Denver,80219,SE,W Evans Ave,S Tennyson St,W Evans Ave & S Tennyson St (Stop No. 13635),,Denver County
-104.97837,39.735093,10,12th Ave & Washington St,E,75,Denver,80203,SE,E 12th Ave,Washington St,12th Ave & Washington St (Stop No. 10186),,Denver County
-105.0927453,40.01462311,JUMP,Arapahoe Rd & 111th St,E,75,Lafayette,80026,SE,Arapahoe Rd,111th St,Arapahoe Rd & 111th St (Stop No. 33256),,Lafayette County
-104.9818362,39.91423648,120,120th Ave & Pennsylvania St {1203},W,45,Thornton,80241,NW,E 120th Ave,Pennsylvania St,120th Ave & Pennsylvania St {1203} (Stop No. 23382),,Thornton County
-104.980494,39.913956,120,120th Ave & Pennsylvania St {1203},E,90,Northglenn,80233,SE,E 120th Ave,Pennsylvania St,120th Ave & Pennsylvania St {1203} (Stop No. 23394),,Northglenn County
-104.959478,39.750662,32,23rd Ave & York St,E,60,Denver,80205,SE,E 23rd Ave,York St,23rd Ave & York St (Stop No. 10611),,Denver County
-104.927883,39.731101,10,9th Ave & Fairfax St,W,50,Denver,80220,NE,E 9th Av,Fairfax St,9th Ave & Fairfax St (Stop No. 11908),,Denver County
-105.147563,39.694525,21,W Alameda Pkwy & S Beech Dr {1304},SW,90,Lakewood,80228,NW,W Alameda Pkwy,Beech Dr,W Alameda Pkwy & S Beech Dr {1304} (Stop No. 12123),,Lakewood County
-104.912777,39.653687,65,S Monaco Pkwy & Hampden Ave,N,165,Denver,80224,NE,S Monaco St,E Hampden Av,S Monaco Pkwy & Hampden Ave (Stop No. 15539),,Denver County
-104.923234,39.653159,"40, 35",Hampden Ave & S Holly St,W,75,Denver,80222,NW,E Hampden Av,S Holly St,Hampden Ave & S Holly St (Stop No. 14155),,Denver County
-105.02967,39.653309,"36L, 36",W Hampden Ave & S Irving St,W,35,Sheridan,80110,NE,W Hampden Av,S Irving St,W Hampden Ave & S Irving St (Stop No. 14157),,Sheridan County
-104.940837,39.725395,40,Colorado Blvd & 6th Ave,S,65,Denver,80206,SW,Colorado Blvd,E 6th Ave,Colorado Blvd & 6th Ave (Stop No. 13077),,Denver County
-104.94046,39.82469,"49, 88L",Colorado Blvd & 71st Ave,S,40,Commerce City,80022,SW,Colorado Blvd,E 71st Ave,Colorado Blvd & 71st Ave (Stop No. 13078),,Commerce City County
-104.976065,39.653182,TRLY,Hampden Ave & S Ogden St,W,45,Englewood,80113,NW,E Hampden Av,S Ogden St,Hampden Ave & S Ogden St (Stop No. 14165),,Englewood County
-104.899315,39.653247,"105, 46, 35",Hampden Ave & S Tamarac Dr,W,112,Denver,80231,NW,E Hampden Av,S Tamarac Dr,Hampden Ave & S Tamarac Dr (Stop No. 14175),,Denver County
-104.89153,39.652976,"105, 35",Hampden Ave & S Verbena St,E,79,Denver,80231,SE,E Hampden Av,S Verbena St,Hampden Ave & S Verbena St (Stop No. 14178),,Denver County
-104.8291046,39.64758473,"135, 139, 483",S Parker Rd & Lehigh Ave,SE,45,Aurora,80014,SW,Parker Rd,E Lehigh Av,S Parker Rd & Lehigh Ave (Stop No. 20368),,Aurora County
-105.221283,40.023239,208,Central Ave & Flatiron Pkwy W,S,20,Boulder,80301,NW,Central Ave W,Flatiron Pkwy,Central Ave & Flatiron Pkwy W (Stop No. 20384),,Boulder County
-105.026585,39.824717,31,W 71st Ave & Grove St,W,75,Westminster,80030,NW,W 71st Av,Grove St,W 71st Ave & Grove St (Stop No. 11643),,Westminster County
-104.866464,39.671373,83,S Parker Rd & S Havana St,NW,65,Aurora,80231,N,Parker Rd,S Havana St,S Parker Rd & S Havana St (Stop No. 19911),,Aurora County
-104.9230748,39.81966564,49,Holly St & Hwy 2,SE,240,Commerce City,80022,SW,S Holly St,State Hwy 2,Holly St & Hwy 2 (Stop No. 14364),,Commerce City County
-104.931392,39.802685,"88, 49, 40",Dahlia St & 58th Pl,N,25,Commerce City,80022,SE,Dahlia St,E 58th Pl,Dahlia St & 58th Pl (Stop No. 13222),,Commerce City County
-104.955339,39.696544,11,Mississippi Ave & S Elizabeth St,E,130,Denver,80210,SE,E Mississippi Av,S Elizabeth St,Mississippi Ave & S Elizabeth St (Stop No. 15347),,Denver County
-104.823973,39.536496,483,Lincoln Ave & 3rd St,W,50,Grand View Estates,80134,NW,Lincoln Av,3rd St,Lincoln Ave & 3rd St (Stop No. 25092),,Grand View Estates County
-105.030992,39.863571,92,W 92nd Ave & Irving St,W,75,Westminster,80031,NW,W 92nd Av,Irving St,W 92nd Ave & Irving St (Stop No. 18328),,Westminster County
-105.18185,39.734649,"16, 16L",South Golden Rd & Pike St,SE,70,West Pleasant View,80401, ,S Golden Rd,Pike St,South Golden Rd & Pike St (Stop No. 15719),,West Pleasant View County
-104.875355,39.685372,83,S Dayton St & Mexico Ave,S,90,Aurora,80247,SW,S Dayton St,E Mexico Ave,S Dayton St & Mexico Ave (Stop No. 21242),,Aurora County
-105.229497,39.999355,"225, 206",Manhattan Dr & Baseline Rd,S,175,Boulder,80303,SW,Manhattan Dr,Baseline Rd,Manhattan Dr & Baseline Rd (Stop No. 15177),,Boulder County
-104.8906991,39.76985498,73,Central Park Station Gate A2,N,5,Denver,80238,,Central Park Station,Gate A2,Central Park Station Gate A2 (Stop No. 34483),,Denver County
-104.8908779,39.76980458,43,Central Park Station Gate B2,N,5,Denver,80238,,Central Park Station,Gate B2,Central Park Station Gate B2 (Stop No. 34486),,Denver County
-105.064523,39.76206,32,W 32nd Ave & Ingalls St,E,65,Wheat Ridge,80214,SE,W 32nd Av,Ingalls St,W 32nd Ave & Ingalls St (Stop No. 10888),,Wheat Ridge County
-105.253804,40.02886,BOND,30th St & Valmont Rd,S,75,Boulder,80301,SW,30th St,Valmont Rd,30th St & Valmont Rd (Stop No. 10846),,Boulder County
-105.2585722,40.02841659,"205, BOLT",28th St & Valmont Rd,S,150,Boulder,80304,SW,28th St,Valmont Rd,28th St & Valmont Rd (Stop No. 19332),,Boulder County
-105.081677,39.642108,"76, 35",S Wadsworth Blvd & W Oxford Dr,S,65,Lakewood,80235,SW,S Wadsworth Blvd,W Oxford Dr,S Wadsworth Blvd & W Oxford Dr (Stop No. 17089),,Lakewood County
-105.345605,39.65253,EV,Hwy 74 & Stagecoach Blvd  {1302},SE,90,Evergreen,80439,SW,Hwy 74,Stagecoach Blvd,Hwy 74 & Stagecoach Blvd  {1302} (Stop No. 20339),,Evergreen County
-105.093243,40.00574,JUMP,N 111th St & Starline Ave,N,75,Lafayette,80026,NE,N 111th St,Starline Av,N 111th St & Starline Ave (Stop No. 17914),,Lafayette County
-104.809752,39.722987,153,Chambers Rd & 5th Ave,N,50,Aurora,80011,SE,Chambers Rd,E 5th Ave,Chambers Rd & 5th Ave (Stop No. 20223),,Aurora County
-104.866262,39.669205,105,S Havana St & S Parker Rd,S,75,Denver,80231,SW,S Havana St,Parker Rd,S Havana St & S Parker Rd (Stop No. 14282),,Denver County
-104.866301,39.667209,"105, 83",S Havana St & Yale Ave,S,90,Denver,80231,SW,S Havana St,E Yale Av,S Havana St & Yale Ave (Stop No. 14286),,Denver County
-105.033883,39.93112,128,Westlake Dr & Lowell Blvd {1104},E,80,Broomfield,80020,SE,Westlake Dr,Lowell Blvd,Westlake Dr & Lowell Blvd {1104} (Stop No. 17257),,Broomfield County
-105.059901,39.762062,32,W 32nd Ave & Fenton St,E,65,Wheat Ridge,80214,SE,W 32nd Av,Fenton St,W 32nd Ave & Fenton St (Stop No. 10880),,Wheat Ridge County
-104.872132,39.536127,483,Lincoln Ave & Park Meadows Dr {1401},E,75,Lone Tree,80124,SE,Lincoln Av,Park Meadows Dr,Lincoln Ave & Park Meadows Dr {1401} (Stop No. 25712),,Lone Tree County
-105.007957,39.551538,403,Lucent Blvd & Town Center Dr,N,50,Highlands Ranch,80129,NE,Lucent Blvd,Town Center Dr,Lucent Blvd & Town Center Dr (Stop No. 25722),,Highlands Ranch County
-104.966969,39.856291,"92, 80",88th Ave & Poze Blvd {1203},W,50,Thornton,80229,NE,E 88th Av,Poze Blvd,88th Ave & Poze Blvd {1203} (Stop No. 11823),,Thornton County
-105.230027,40.029158,208,Valmont Rd & Sterling Dr,E,50,Boulder,80301,,Valmont Rd,Airport Rd,Valmont Rd & Sterling Dr (Stop No. 16924),,Boulder County
-105.0813227,39.73340843,"76, 9",Wadsworth Blvd & W 10th Ave,N,90,Lakewood,80214,NE,Wadsworth Blvd,W 10th Av,Wadsworth Blvd & W 10th Ave (Stop No. 16940),,Lakewood County
-105.06386,39.580817,77,W Ken Caryl Ave & S Harlan St {1303},W,150,Columbine,80128,NW,W Ken Caryl Av,S Harlan St,W Ken Caryl Ave & S Harlan St {1303} (Stop No. 14736),,Columbine County
-104.9774898,39.89991128,112,Washington St & 112th Ave  {1203},N,50,Northglenn,80233,NE,Washington St,E 112th Av,Washington St & 112th Ave  {1203} (Stop No. 17161),,Northglenn County
-104.978489,39.782115,12,Washington St & 47th Ave,N,95,Denver,80216,NE,Washington St,E 47th Av,Washington St & 47th Ave (Stop No. 17169),,Denver County
-104.768824,39.538241,483,S Parker Rd & Lincoln Ave {1408},SW,75,Parker,80138,NW,S Parker Rd,Lincoln Ave,S Parker Rd & Lincoln Ave {1408} (Stop No. 25740),,Parker County
-104.974092,39.69307064,"11, 12",Louisiana Ave & S Downing St,W,130,Denver,80210,,E Louisiana Ave,S Downing St,Louisiana Ave & S Downing St (Stop No. 33012),,Denver County
-104.9311766,39.85621201,88L,88th Ave & Dahlia St,E,125,Commerce City,80640,SW,E 88th Av,Dahlia St,88th Ave & Dahlia St (Stop No. 22949),,Commerce City County
-104.9241131,39.66772413,46,Yale Ave & S Hudson St,W,60,Denver,80222,NW,E Yale Av,S Hudson St,Yale Ave & S Hudson St (Stop No. 17325),,Denver County
-104.971169,39.749525,32,22nd Ave & Lafayette St,W,75,Denver,80205,NW,E 22nd Ave,Lafayette St,22nd Ave & Lafayette St (Stop No. 10563),,Denver County
-105.0883124,39.68232833,21,W Jewell Ave & S Ammons St,W,10,Lakewood,80232,NE,W Jewell Av,S Ammons St,W Jewell Ave & S Ammons St (Stop No. 14658),,Lakewood County
-105.095621,39.65658244,30L,S Estes St & W Floyd Ave,S,60,Lakewood,80227,SW,S Estes St,W Floyd Ave,S Estes St & W Floyd Ave (Stop No. 34457),,Lakewood County
-105.08656,39.79117915,72,W 52nd Ave & Allison St,W,100,Arvada,80002,NW,W 52nd Ave,Allison St,W 52nd Ave & Allison St (Stop No. 34946),,Arvada County
-105.0531385,39.66300512,51,S Sheridan Blvd & W Bates Ave,N,150,Denver,80236,NE,S Sheridan Blvd,W Bates Av,S Sheridan Blvd & W Bates Ave (Stop No. 16541),,Denver County
-105.268574,40.003993,"225, 209, 204, DASH, FF, GS, SKIP",Broadway & Regent Dr,NW,200,Boulder,80309,NE,Broadway,Regent Dr,Broadway & Regent Dr (Stop No. 12585),,Boulder County
-104.976647,39.71115,3,Alameda Ave & S Emerson St,W,60,Denver,80209,NE,E Alameda Av,S Emerson St,Alameda Ave & S Emerson St (Stop No. 11986),,Denver County
-104.959708,39.783723,48,48th Ave & Claude Ct,E,150,Denver,80216,SE,E 48th Av,Claude Ct,48th Ave & Claude Ct (Stop No. 11271),,Denver County
-104.939443,39.783346,"49, 37, 40",48th Ave & Colorado Blvd East Frontage Rd,E,175,Denver,80216,SE,E 48th Av,Colorado Blvd Srvc Rd E,48th Ave & Colorado Blvd East Frontage Rd (Stop No. 11272),,Denver County
-105.034635,39.609713,"36L, 59, 36",W Bowles Ave & S Middlefield Rd,NE,110,Columbine Valley,80123,NE,W Bowles Av,S Middlefield Rd,W Bowles Ave & S Middlefield Rd (Stop No. 12414),,Columbine Valley County
-104.9834366,39.7668946,48,Brighton Blvd & 31st St,SW,100,Denver,80216,SW,Brighton Blvd,31st St,Brighton Blvd & 31st St (Stop No. 12421),,Denver County
-104.979518,39.549092,401,Burntwood Way & Ridgeglen Way,N,65,Highlands Ranch,80126,SE,Burntwood Wy,E Ridgeglenn Wy,Burntwood Way & Ridgeglen Way (Stop No. 19515),,Highlands Ranch County
-104.925809,39.725282,6,6th Ave & Glencoe St,E,75,Denver,80220,SE,E 6th Av S,Glencoe St,6th Ave & Glencoe St (Stop No. 11549),,Denver County
-104.922242,39.725292,6,6th Ave & Holly St,E,125,Denver,80220,SE,E 6th Av S,Holly St,6th Ave & Holly St (Stop No. 11554),,Denver County
-104.809867,39.783382,121,Chambers Rd & Gateway Ave Farside,S,50,Denver,80239,SW,Chambers Rd,E 48th Ave,Chambers Rd & Gateway Ave Farside (Stop No. 25511),,Denver County
-105.100192,39.580609,77,W Ken Caryl Ave & S Garrison St {1303},E,125,Ken Caryl,80128,SE,W Ken Caryl Av,S Garrison St,W Ken Caryl Ave & S Garrison St {1303} (Stop No. 19948),,Ken Caryl County
-104.959256,39.700421,24,S University Blvd & Kentucky Ave,N,75,Denver,80209,NE,S University Blvd,E Kentucky Ave,S University Blvd & Kentucky Ave (Stop No. 16855),,Denver County
-104.791395,39.739688,"169, 169L",Airport Blvd & Colfax Ave,S,75,Aurora,80011,SW,Airport Blvd,E Colfax Ave,Airport Blvd & Colfax Ave (Stop No. 24521),,Aurora County
-104.837901,39.778522,42,Albrook Dr & Abilene St,SE,50,Denver,80239,W,Albrook Dr,Abilene St,Albrook Dr & Abilene St (Stop No. 12154),,Denver County
-105.005245,39.721008,PLFX,W 3rd Ave & Osage St,W,25,Denver,80223,NE,W 3rd Ave,Osage St,W 3rd Ave & Osage St (Stop No. 25885),,Denver County
-104.8996415,39.76716456,28,Syracuse St & 36th Ave,N,25,Denver,80207,SE,Rosemary St,E 36th Av,Syracuse St & 36th Ave (Stop No. 25492),,Denver County
-104.99141,39.542608,403,S Broadway & Burgundy Dr,N,75,Highlands Ranch,80126,NE,S Broadway,Burgundy Dr,S Broadway & Burgundy Dr (Stop No. 25156),,Highlands Ranch County
-105.0340226,39.91399483,120,W 120th Ave & Lowell Blvd,E,75,Westminster,80031,SE,W 120th Ave,Lowell Blvd,W 120th Ave & Lowell Blvd (Stop No. 26038),,Westminster County
-104.9437626,39.82838975,117,Commerce City - 72nd Station Switch 1,N,75,Commerce City,80022,,Commerce City - 72nd Station Switch,,Commerce City - 72nd Station Switch 1 (Stop No. 35261),,Commerce City County
-105.1381583,39.78345465,125,4700 Block Ward Rd,S,100,Wheat Ridge,80033,SW,Ward Rd,,4700 Block Ward Rd (Stop No. 35201),,Wheat Ridge County
-105.0104435,39.56454622,403,Lucent Blvd & W County Line Rd,S,125,Highlands Ranch,80129,SW,Lucent Blvd,W County Line Rd,Lucent Blvd & W County Line Rd (Stop No. 24914),,Highlands Ranch County
-105.2285011,39.98436944,DASH,Manhattan Cir & South Boulder Rd,SE,680,Boulder,80303,,Dummy St 3,Dummy St 4,Manhattan Cir & South Boulder Rd (Stop No. 25972),,Boulder County
-104.9594941,39.90169743,"12, 112",Northglenn & 112th Station Gate B,SW,5,Northglenn,80233,,*Coors Field Bus Lot,,Northglenn & 112th Station Gate B (Stop No. 23446),,Northglenn County
-105.1087341,39.68203007,"99, 21",W Jewell Ave & S Kipling St,E,150,Lakewood,80227,SE,W Jewell Av,S Kipling St,W Jewell Ave & S Kipling St (Stop No. 14678),,Lakewood County
-104.861644,39.782484,42,47th Ave & Joliet St,W,65,Denver,80239,NW,E 47th Av,Joliet St,47th Ave & Joliet St (Stop No. 11238),,Denver County
-104.9530825,39.85871196,92,Original Thornton & 88th Station Gate B,S,5,Thornton,80229,,*Cold Spring P N R,,Original Thornton & 88th Station Gate B (Stop No. 20829),,Thornton County
-104.742654,39.778254,42,Malaya St & 45th Ave,N,150,Denver,80249,SE,Malaya St,E 45th Av,Malaya St & 45th Ave (Stop No. 20857),,Denver County
-104.810881,39.740196,"153, 15",Colfax Ave & Chambers Rd,W,200,Aurora,80011,NW,E Colfax Av,Chambers Rd,Colfax Ave & Chambers Rd (Stop No. 18792),,Aurora County
-104.814449,39.739912,"153, 15",Colfax Ave & Altura Blvd,E,10,Aurora,80011,SE,E Colfax Av,Altura Blvd,Colfax Ave & Altura Blvd (Stop No. 18758),,Aurora County
-105.10285,40.053974,LD,US 287 & Goose Haven Dr,S,200,Lafayette,80026,SW,N 107th St,E Goose Haven Dr,US 287 & Goose Haven Dr (Stop No. 19960),,Lafayette County
-104.797573,39.783866,45,Green Valley Ranch Blvd & Memphis St,W,300,Denver,80239,NE,Green Valley Ranch Blvd,Memphis St,Green Valley Ranch Blvd & Memphis St (Stop No. 24829),,Denver County
